item,airport_code,airport_name,city,state,date,incident_type,location
Firearms,RDM,Roberts Field,Redmond,OR,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,RFD,Greater Rockford Airport,Rockford,IL,10/3/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Martial Arts/Self Defense Items,SMF,Sacramento International Airport,Sacramento,CA,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,STL,Lambert-St. Louis International Airport,Saint Louis,MO,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,STL,Lambert-St. Louis International Airport,Saint Louis,MO,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SLC,Salt Lake City International Airport,Salt Lake City,UT,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,SLC,Salt Lake City International Airport,Salt Lake City,UT,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,SFO,San Francisco International Airport,San Francisco,CA,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SFO,San Francisco International Airport,San Francisco,CA,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SJU,Luis Munoz Marin International Airport,San Juan,PR,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SAV,Savannah/Hilton Head International Airport,Savannah,GA,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BTV,Burlington International Airport,South Burlington,VT,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,TLH,Tallahassee Regional Airport,Tallahassee,FL,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,TPA,Tampa International Airport,Tampa,FL,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,TUS,Tucson International Airport,Tucson,AZ,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",TUL,Tulsa International Airport,Tulsa,OK,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ISN,Sloulin Field International Airport,Williston,ND,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ILM,Wilmington International Airport,Wilmington,NC,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,NYL,Yuma International Airport,Yuma,AZ,10/3/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ABY,Southwest Georgia Regional Airport,Albany,GA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ABQ,Albuquerque International Sunport,Albuquerque,NM,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,ANC,Anchorage International Airport,Anchorage,AK,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BHM,Birmingham International Airport,Birmingham,AL,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BUR,Burbank Bob Hope Airport,Burbank,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",CLE,Cleveland Hopkins International Airport,Cleveland,OH,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CLE,Cleveland Hopkins International Airport,Cleveland,OH,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,COS,Colorado Springs Airport,Colorado Springs,CO,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,DFW,Dallas/Fort Worth International Airport,Dallas,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DAL,Dallas Love Field,Dallas,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DEN,Denver International Airport,Denver,CO,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,DEN,Denver International Airport,Denver,CO,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DTW,Detroit Metro Airport,Detroit,MI,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,HNL,Honolulu International Airport,Honolulu,HI,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,HOU,Hobby Airport,Houston,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,HOU,Hobby Airport,Houston,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,IAH,Bush Intercontinental Airport,Houston,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Flares,JAN,Jackson-Evers International Airport,Jackson,MS,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",LAS,Mccarran International Airport,Las Vegas,NV,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,LGB,Long Beach Airport,Long Beach,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LGB,Long Beach Airport,Long Beach,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SDF,Louisville International Airport,Louisville,KY,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Realistic Replicas of Firearms,MHT,Manchester Airport,Manchester,NH,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MFE,Mcallen-Miller International Airport,Mcallen,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MEM,Memphis Airport,Memphis,TN,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,ORF,Norfolk International Airport,Norfolk,VA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,OAK,Oakland International Airport,Oakland,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,PHL,Philadelphia International Airport,Philadelphia,PA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PVD,T.F. Green Airport,Providence,RI,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SMF,Sacramento International Airport,Sacramento,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SAN,San Diego International Airport,San Diego,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SAN,San Diego International Airport,San Diego,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SFO,San Francisco International Airport,San Francisco,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SJC,San Jose International Airport,San Jose,CA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SEA,Seattle/Tacoma International Airport,Seattle,WA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SHV,Shreveport Regional Airport,Shreveport,LA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,BTV,Burlington International Airport,South Burlington,VT,10/4/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,GEG,Spokane International Airport,Spokane,WA,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,TUS,Tucson International Airport,Tucson,AZ,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,TUL,Tulsa International Airport,Tulsa,OK,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TYR,Tyler Pounds Regional Airport,Tyler,TX,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,IAD,Washington Dulles International Airport,Washington,DC,10/4/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ICT,Wichita Mid-Continent Airport,Wichita,KS,10/4/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ICT,Wichita Mid-Continent Airport,Wichita,KS,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ICT,Wichita Mid-Continent Airport,Wichita,KS,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ICT,Wichita Mid-Continent Airport,Wichita,KS,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ICT,Wichita Mid-Continent Airport,Wichita,KS,10/4/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fuel/Gasoline/Paint Thinner,ABI,Abilene Regional Airport,Abilene,TX,10/5/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Stun Guns/Shocking Devices,ABI,Abilene Regional Airport,Abilene,TX,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ABQ,Albuquerque International Sunport,Albuquerque,NM,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ANC,Anchorage International Airport,Anchorage,AK,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,ATL,Atlanta International Airport,Atlanta,GA,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",BHM,Birmingham International Airport,Birmingham,AL,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BHM,Birmingham International Airport,Birmingham,AL,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BOI,Boise Airport,Boise,ID,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,BOS,Boston Logan International Airport,Boston,MA,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CLT,Charlotte/Douglas International Airport,Charlotte,NC,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ORD,Chicago O'hare International Airport,Chicago,IL,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MDW,Chicago Midway Airport,Chicago,IL,10/5/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Firearms,ORD,Chicago O'hare International Airport,Chicago,IL,10/5/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Stun Guns/Shocking Devices,ORD,Chicago O'hare International Airport,Chicago,IL,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,DAL,Dallas Love Field,Dallas,TX,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DAL,Dallas Love Field,Dallas,TX,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",DEN,Denver International Airport,Denver,CO,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DEN,Denver International Airport,Denver,CO,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Realistic Replicas of Firearms,DEN,Denver International Airport,Denver,CO,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DEN,Denver International Airport,Denver,CO,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DTW,Detroit Metro Airport,Detroit,MI,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ELP,El Paso International Airport,El Paso,TX,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ELP,El Paso International Airport,El Paso,TX,10/5/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
